"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"6735",2004,"US-TOTAL","Total Electric Power Industry","Solar",575155
"6736",2004,"US-TOTAL","Total Electric Power Industry","Wind",14143741
"6737",2004,"US-TOTAL","Total Electric Power Industry","Wood",38116883
"6738",2004,"UT","Total Electric Power Industry","Total",38211977
"6739",2004,"UT","Total Electric Power Industry","Coal",36617854
"6740",2004,"UT","Total Electric Power Industry","Geothermal",194876
"6741",2004,"UT","Total Electric Power Industry","Hydro",449848
"6742",2004,"UT","Total Electric Power Industry","Natural Gas",909850
"6746",2004,"UT","Total Electric Power Industry","Petroleum",32601
"6747",2004,"VA","Total Electric Power Industry","Total",78900040
"6748",2004,"VA","Total Electric Power Industry","Coal",35656006
"6749",2004,"VA","Total Electric Power Industry","Hydro",1583050
"6750",2004,"VA","Total Electric Power Industry","Natural Gas",6437809
"6751",2004,"VA","Total Electric Power Industry","Nuclear",28315294
"6755",2004,"VA","Total Electric Power Industry","Petroleum",5153612
"6757",2004,"VA","Total Electric Power Industry","Wood",1733120
"6758",2004,"VT","Total Electric Power Industry","Total",5470379
"6759",2004,"VT","Total Electric Power Industry","Hydro",1187256
"6760",2004,"VT","Total Electric Power Industry","Natural Gas",3224
"6761",2004,"VT","Total Electric Power Industry","Nuclear",3858020
"6762",2004,"VT","Total Electric Power Industry","Petroleum",17800
"6763",2004,"VT","Total Electric Power Industry","Wind",11364
"6764",2004,"VT","Total Electric Power Industry","Wood",392714
"6765",2004,"WA","Total Electric Power Industry","Total",102165052
"6766",2004,"WA","Total Electric Power Industry","Coal",10409331
"6767",2004,"WA","Total Electric Power Industry","Hydro",71575700
"6768",2004,"WA","Total Electric Power Industry","Natural Gas",8468800
"6769",2004,"WA","Total Electric Power Industry","Nuclear",8981583
"6773",2004,"WA","Total Electric Power Industry","Petroleum",85884
"6775",2004,"WA","Total Electric Power Industry","Wind",736576
"6776",2004,"WA","Total Electric Power Industry","Wood",1389403
"6777",2004,"WI","Total Electric Power Industry","Total",60444933
"6778",2004,"WI","Total Electric Power Industry","Coal",42148176
"6779",2004,"WI","Total Electric Power Industry","Hydro",1980676
"6780",2004,"WI","Total Electric Power Industry","Natural Gas",2405362
"6781",2004,"WI","Total Electric Power Industry","Nuclear",11887849
"6784",2004,"WI","Total Electric Power Industry","Petroleum",795619
"6785",2004,"WI","Total Electric Power Industry","Wind",103563
"6786",2004,"WI","Total Electric Power Industry","Wood",604634
"6787",2004,"WV","Total Electric Power Industry","Total",89749562
"6788",2004,"WV","Total Electric Power Industry","Coal",87584598
"6789",2004,"WV","Total Electric Power Industry","Hydro",1318279
"6790",2004,"WV","Total Electric Power Industry","Natural Gas",255310
"6794",2004,"WV","Total Electric Power Industry","Petroleum",267558
"6795",2004,"WV","Total Electric Power Industry","Wind",161191
"6796",2004,"WV","Total Electric Power Industry","Wood",552
"6797",2004,"WY","Total Electric Power Industry","Total",44807604
"6798",2004,"WY","Total Electric Power Industry","Coal",43345740
"6799",2004,"WY","Total Electric Power Industry","Hydro",593147
"6800",2004,"WY","Total Electric Power Industry","Natural Gas",86897
"6803",2004,"WY","Total Electric Power Industry","Petroleum",45859
"6804",2004,"WY","Total Electric Power Industry","Wind",616515
"6805",2005,"AK","Total Electric Power Industry","Total",6576659
"6806",2005,"AK","Total Electric Power Industry","Coal",624318
"6807",2005,"AK","Total Electric Power Industry","Hydro",1463942
"6808",2005,"AK","Total Electric Power Industry","Natural Gas",3723626
"6810",2005,"AK","Total Electric Power Industry","Petroleum",758929
"6811",2005,"AK","Total Electric Power Industry","Wind",589
"6812",2005,"AK","Total Electric Power Industry","Wood",383
"6813",2005,"AL","Total Electric Power Industry","Total",137948581
"6814",2005,"AL","Total Electric Power Industry","Coal",78128457
"6815",2005,"AL","Total Electric Power Industry","Hydro",10144581
"6816",2005,"AL","Total Electric Power Industry","Natural Gas",13869451
"6817",2005,"AL","Total Electric Power Industry","Nuclear",31694223
"6821",2005,"AL","Total Electric Power Industry","Petroleum",333110
"6822",2005,"AL","Total Electric Power Industry","Wood",3630388
"6823",2005,"AR","Total Electric Power Industry","Total",47794509
"6824",2005,"AR","Total Electric Power Industry","Coal",23037144
"6825",2005,"AR","Total Electric Power Industry","Hydro",3082516
"6826",2005,"AR","Total Electric Power Industry","Natural Gas",6005660
"6827",2005,"AR","Total Electric Power Industry","Nuclear",13689571
"6830",2005,"AR","Total Electric Power Industry","Petroleum",208101
"6832",2005,"AR","Total Electric Power Industry","Wood",1707830
"6833",2005,"AZ","Total Electric Power Industry","Total",101478654
"6834",2005,"AZ","Total Electric Power Industry","Coal",40143534
"6835",2005,"AZ","Total Electric Power Industry","Hydro",6410064
"6836",2005,"AZ","Total Electric Power Industry","Natural Gas",28893013
"6837",2005,"AZ","Total Electric Power Industry","Nuclear",25807446
"6839",2005,"AZ","Total Electric Power Industry","Petroleum",43237
"6841",2005,"AZ","Total Electric Power Industry","Solar",13581
"6842",2005,"AZ","Total Electric Power Industry","Wood",12058
"6843",2005,"CA","Total Electric Power Industry","Total",200292818
"6844",2005,"CA","Total Electric Power Industry","Coal",2135375
"6845",2005,"CA","Total Electric Power Industry","Geothermal",13022639
"6846",2005,"CA","Total Electric Power Industry","Hydro",39631867
"6847",2005,"CA","Total Electric Power Industry","Natural Gas",93353849
"6848",2005,"CA","Total Electric Power Industry","Nuclear",36154898
"6852",2005,"CA","Total Electric Power Industry","Petroleum",2543697
"6854",2005,"CA","Total Electric Power Industry","Solar",536713
"6855",2005,"CA","Total Electric Power Industry","Wind",4262229
"6856",2005,"CA","Total Electric Power Industry","Wood",3609139
"6857",2005,"CO","Total Electric Power Industry","Total",49616694
"6858",2005,"CO","Total Electric Power Industry","Coal",35570135
"6859",2005,"CO","Total Electric Power Industry","Hydro",1415296
"6860",2005,"CO","Total Electric Power Industry","Natural Gas",11923290
"6864",2005,"CO","Total Electric Power Industry","Petroleum",17046
"6866",2005,"CO","Total Electric Power Industry","Wind",776234
"6867",2005,"CO","Total Electric Power Industry","Wood",448
"6868",2005,"CT","Total Electric Power Industry","Total",33549747
"6869",2005,"CT","Total Electric Power Industry","Coal",3996492
"6870",2005,"CT","Total Electric Power Industry","Hydro",478199
"6871",2005,"CT","Total Electric Power Industry","Natural Gas",8863892
"6872",2005,"CT","Total Electric Power Industry","Nuclear",15562122
"6876",2005,"CT","Total Electric Power Industry","Petroleum",3155842
"6878",2005,"CT","Total Electric Power Industry","Wood",7314
"6879",2005,"DC","Total Electric Power Industry","Total",226042
"6880",2005,"DC","Total Electric Power Industry","Petroleum",226042
"6881",2005,"DE","Total Electric Power Industry","Total",8136568
"6882",2005,"DE","Total Electric Power Industry","Coal",4832844
"6883",2005,"DE","Total Electric Power Industry","Natural Gas",1590817
"6885",2005,"DE","Total Electric Power Industry","Petroleum",1220239
"6886",2005,"FL","Total Electric Power Industry","Total",220256412
"6887",2005,"FL","Total Electric Power Industry","Coal",62515301
"6888",2005,"FL","Total Electric Power Industry","Hydro",266159
"6889",2005,"FL","Total Electric Power Industry","Natural Gas",83595195
"6890",2005,"FL","Total Electric Power Industry","Nuclear",28758826
"6894",2005,"FL","Total Electric Power Industry","Petroleum",37201034
"6895",2005,"FL","Total Electric Power Industry","Wood",2022240
"6896",2005,"GA","Total Electric Power Industry","Total",136667892
"6897",2005,"GA","Total Electric Power Industry","Coal",87182259
"6898",2005,"GA","Total Electric Power Industry","Hydro",4032053
"6899",2005,"GA","Total Electric Power Industry","Natural Gas",9771034
"6900",2005,"GA","Total Electric Power Industry","Nuclear",31534259
"6903",2005,"GA","Total Electric Power Industry","Petroleum",1033092
"6905",2005,"GA","Total Electric Power Industry","Wood",3194765
"6906",2005,"HI","Total Electric Power Industry","Total",11522805
"6907",2005,"HI","Total Electric Power Industry","Coal",1630918
"6908",2005,"HI","Total Electric Power Industry","Geothermal",221597
"6909",2005,"HI","Total Electric Power Industry","Hydro",96188
"6913",2005,"HI","Total Electric Power Industry","Petroleum",9067592
"6914",2005,"HI","Total Electric Power Industry","Wind",6632
"6915",2005,"IA","Total Electric Power Industry","Total",44156160
"6916",2005,"IA","Total Electric Power Industry","Coal",34252334
"6917",2005,"IA","Total Electric Power Industry","Hydro",959526
"6918",2005,"IA","Total Electric Power Industry","Natural Gas",2480870
"6919",2005,"IA","Total Electric Power Industry","Nuclear",4538313
"6922",2005,"IA","Total Electric Power Industry","Petroleum",149568
"6923",2005,"IA","Total Electric Power Industry","Wind",1647134
"6924",2005,"ID","Total Electric Power Industry","Total",10824984
"6925",2005,"ID","Total Electric Power Industry","Coal",95181
"6926",2005,"ID","Total Electric Power Industry","Hydro",8542121
"6927",2005,"ID","Total Electric Power Industry","Natural Gas",1597280
"6929",2005,"ID","Total Electric Power Industry","Petroleum",5
"6930",2005,"ID","Total Electric Power Industry","Wood",559631
"6931",2005,"IL","Total Electric Power Industry","Total",194120146
"6932",2005,"IL","Total Electric Power Industry","Coal",92265190
"6933",2005,"IL","Total Electric Power Industry","Hydro",129037
"6934",2005,"IL","Total Electric Power Industry","Natural Gas",7114251
"6935",2005,"IL","Total Electric Power Industry","Nuclear",93263001
"6939",2005,"IL","Total Electric Power Industry","Petroleum",327190
"6940",2005,"IL","Total Electric Power Industry","Wind",141146
"6941",2005,"IN","Total Electric Power Industry","Total",130371573
"6942",2005,"IN","Total Electric Power Industry","Coal",122833478
"6943",2005,"IN","Total Electric Power Industry","Hydro",438282
"6944",2005,"IN","Total Electric Power Industry","Natural Gas",3615305
"6948",2005,"IN","Total Electric Power Industry","Petroleum",260794
"6949",2005,"KS","Total Electric Power Industry","Total",45862696
"6950",2005,"KS","Total Electric Power Industry","Coal",34480731
"6951",2005,"KS","Total Electric Power Industry","Hydro",11337
"6952",2005,"KS","Total Electric Power Industry","Natural Gas",1137482
"6953",2005,"KS","Total Electric Power Industry","Nuclear",8820945
"6954",2005,"KS","Total Electric Power Industry","Petroleum",986378
"6955",2005,"KS","Total Electric Power Industry","Wind",425823
"6956",2005,"KY","Total Electric Power Industry","Total",97822419
"6957",2005,"KY","Total Electric Power Industry","Coal",89083113
"6958",2005,"KY","Total Electric Power Industry","Hydro",2961193
"6959",2005,"KY","Total Electric Power Industry","Natural Gas",1654052
"6963",2005,"KY","Total Electric Power Industry","Petroleum",3680685
"6964",2005,"KY","Total Electric Power Industry","Wood",358096
"6965",2005,"LA","Total Electric Power Industry","Total",92616878
"6966",2005,"LA","Total Electric Power Industry","Coal",23087365
"6967",2005,"LA","Total Electric Power Industry","Hydro",810948
"6968",2005,"LA","Total Electric Power Industry","Natural Gas",44167904
"6969",2005,"LA","Total Electric Power Industry","Nuclear",15676353
"6973",2005,"LA","Total Electric Power Industry","Petroleum",3541084
"6974",2005,"LA","Total Electric Power Industry","Wood",2806371
"6975",2005,"MA","Total Electric Power Industry","Total",47515443
"6976",2005,"MA","Total Electric Power Industry","Coal",12033546
"6977",2005,"MA","Total Electric Power Industry","Hydro",1041950
"6978",2005,"MA","Total Electric Power Industry","Natural Gas",20369467
"6979",2005,"MA","Total Electric Power Industry","Nuclear",5475057
"6982",2005,"MA","Total Electric Power Industry","Petroleum",7026444
"6984",2005,"MA","Total Electric Power Industry","Wood",120027
"6985",2005,"MD","Total Electric Power Industry","Total",52661600
"6986",2005,"MD","Total Electric Power Industry","Coal",29302792
"6987",2005,"MD","Total Electric Power Industry","Hydro",1703639
"6988",2005,"MD","Total Electric Power Industry","Natural Gas",1886986
"6989",2005,"MD","Total Electric Power Industry","Nuclear",14703221
"6993",2005,"MD","Total Electric Power Industry","Petroleum",3805569
"6994",2005,"MD","Total Electric Power Industry","Wood",205985
"6995",2005,"ME","Total Electric Power Industry","Total",18843978
"6996",2005,"ME","Total Electric Power Industry","Coal",320271
"6997",2005,"ME","Total Electric Power Industry","Hydro",4090926
"6998",2005,"ME","Total Electric Power Industry","Natural Gas",8398453
"7002",2005,"ME","Total Electric Power Industry","Petroleum",1621391
"7003",2005,"ME","Total Electric Power Industry","Wood",3777959
"7004",2005,"MI","Total Electric Power Industry","Total",121619771
"7005",2005,"MI","Total Electric Power Industry","Coal",70322976
"7006",2005,"MI","Total Electric Power Industry","Hydro",1461708
"7007",2005,"MI","Total Electric Power Industry","Natural Gas",13763892
"7008",2005,"MI","Total Electric Power Industry","Nuclear",32871574
"7012",2005,"MI","Total Electric Power Industry","Petroleum",877559
"7014",2005,"MI","Total Electric Power Industry","Wind",1848
"7015",2005,"MI","Total Electric Power Industry","Wood",1775914
"7016",2005,"MN","Total Electric Power Industry","Total",53018995
"7017",2005,"MN","Total Electric Power Industry","Coal",32949845
"7018",2005,"MN","Total Electric Power Industry","Hydro",774729
"7019",2005,"MN","Total Electric Power Industry","Natural Gas",2707267
"7020",2005,"MN","Total Electric Power Industry","Nuclear",12835219
"7023",2005,"MN","Total Electric Power Industry","Petroleum",776309
"7024",2005,"MN","Total Electric Power Industry","Wind",1582477
"7025",2005,"MN","Total Electric Power Industry","Wood",656350
"7026",2005,"MO","Total Electric Power Industry","Total",90828230
"7027",2005,"MO","Total Electric Power Industry","Coal",77436559
"7028",2005,"MO","Total Electric Power Industry","Hydro",1159326
